"category","sub_folder","filename","extension","size_gb","size_mb","size_bytes","file_date","full_path","relative_path"
"loras","FLUX","dreamomni2_edit_lora.safetensors","safetensors","1.338","1369.6","1436153968","2026-01-15 13:52","C:\ComfyUI_Models\models\loras\FLUX\dreamomni2_edit_lora.safetensors","loras\FLUX\dreamomni2_edit_lora.safetensors"
"loras","FLUX","dreamomni2_gen_lora.safetensors","safetensors","1.338","1369.6","1436153968","2026-01-15 13:45","C:\ComfyUI_Models\models\loras\FLUX\dreamomni2_gen_lora.safetensors","loras\FLUX\dreamomni2_gen_lora.safetensors"
"loras","FLUX","Flux Color Pop Sketch LoRA_v1.0.safetensors","safetensors","0.285","292.2","306426864","2026-01-16 18:42","C:\ComfyUI_Models\models\loras\FLUX\Flux Color Pop Sketch LoRA_v1.0.safetensors","loras\FLUX\Flux Color Pop Sketch LoRA_v1.0.safetensors"
"loras","FLUX","FLUX.1-Turbo-Alpha.safetensors","safetensors","0.646","661.9","694082424","2026-01-15 11:47","C:\ComfyUI_Models\models\loras\FLUX\FLUX.1-Turbo-Alpha.safetensors","loras\FLUX\FLUX.1-Turbo-Alpha.safetensors"
"loras","FLUX","Master-Claymation.safetensors","safetensors","0.571","584.4","612747224","2026-01-12 14:18","C:\ComfyUI_Models\models\loras\FLUX\Master-Claymation.safetensors","loras\FLUX\Master-Claymation.safetensors"
"loras","FLUX2","Flux_2-Turbo-LoRA_comfyui.safetensors","safetensors","2.571","2632.9","2760814880","2026-03-09 21:08","C:\ComfyUI_Models\models\loras\FLUX2\Flux_2-Turbo-LoRA_comfyui.safetensors","loras\FLUX2\Flux_2-Turbo-LoRA_comfyui.safetensors"
"loras","FLUX2","flux2_berthe_morisot.safetensors","safetensors","0.363","372","390112256","2026-01-01 15:12","C:\ComfyUI_Models\models\loras\FLUX2\flux2_berthe_morisot.safetensors","loras\FLUX2\flux2_berthe_morisot.safetensors"
"loras","FLUX2","Flux2TurboComfyv2.safetensors","safetensors","2.571","2632.9","2760814872","2026-03-09 21:10","C:\ComfyUI_Models\models\loras\FLUX2\Flux2TurboComfyv2.safetensors","loras\FLUX2\Flux2TurboComfyv2.safetensors"
"loras","FLUX2","flux-outpaint-lora.safetensors","safetensors","0.071","72.5","76038936","2026-02-11 20:59","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","loras\FLUX2\flux-outpaint-lora.safetensors"
"loras","FLUX2Klien9b","flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","safetensors","0.077","79","82867136","2026-03-09 23:05","C:\ComfyUI_Models\models\loras\FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","loras\FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors"
"loras","FLUX2Klien9b","Klein-consistency.safetensors","safetensors","0.309","316","331379600","2026-03-22 15:12","C:\ComfyUI_Models\models\loras\FLUX2Klien9b\Klein-consistency.safetensors","loras\FLUX2Klien9b\Klein-consistency.safetensors"
"loras","","ip-adapter-faceid_sd15_lora.safetensors","safetensors","0.048","48.7","51059544","2026-01-17 15:47","C:\ComfyUI_Models\models\loras\ip-adapter-faceid_sd15_lora.safetensors","loras\ip-adapter-faceid_sd15_lora.safetensors"
"loras","","ip-adapter-faceid-plusv2_sd15_lora.safetensors","safetensors","0.048","48.7","51059544","2026-01-17 16:03","C:\ComfyUI_Models\models\loras\ip-adapter-faceid-plusv2_sd15_lora.safetensors","loras\ip-adapter-faceid-plusv2_sd15_lora.safetensors"
"loras","","ip-adapter-faceid-plusv2_sdxl_lora.safetensors","safetensors","0.346","354.6","371842896","2026-01-17 16:34","C:\ComfyUI_Models\models\loras\ip-adapter-faceid-plusv2_sdxl_lora.safetensors","loras\ip-adapter-faceid-plusv2_sdxl_lora.safetensors"
"loras","Qwen Image Edit 2511","Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","safetensors","0.791","810.2","849608296","2026-01-26 20:56","C:\ComfyUI_Models\models\loras\Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","loras\Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors"
"loras","Qwen2509","Qwen-Image-Lightning-4steps-V2.0.safetensors","safetensors","1.582","1620.2","1698951104","2026-01-23 19:11","C:\ComfyUI_Models\models\loras\Qwen2509\Qwen-Image-Lightning-4steps-V2.0.safetensors","loras\Qwen2509\Qwen-Image-Lightning-4steps-V2.0.safetensors"
"loras","SD1.5","blindbox_v1_mix.safetensors","safetensors","0.141","144.1","151108831","2026-01-02 17:34","C:\ComfyUI_Models\models\loras\SD1.5\blindbox_v1_mix.safetensors","loras\SD1.5\blindbox_v1_mix.safetensors"
"loras","SD1.5","CakeStyle.safetensors","safetensors","0.141","144.1","151113840","2026-01-20 20:58","C:\ComfyUI_Models\models\loras\SD1.5\CakeStyle.safetensors","loras\SD1.5\CakeStyle.safetensors"
"loras","SDXL","Aether_Cloud_v1.safetensors","safetensors","0.634","649.7","681247786","2026-01-10 14:36","C:\ComfyUI_Models\models\loras\SDXL\Aether_Cloud_v1.safetensors","loras\SDXL\Aether_Cloud_v1.safetensors"
"loras","SDXL","Aether_Fire_v1_SDXL_LoRA.safetensors","safetensors","0.634","649.7","681247786","2026-01-10 14:36","C:\ComfyUI_Models\models\loras\SDXL\Aether_Fire_v1_SDXL_LoRA.safetensors","loras\SDXL\Aether_Fire_v1_SDXL_LoRA.safetensors"
"loras","SDXL","Caricatures_V2-000007.safetensors","safetensors","0.425","435.4","456498244","2026-01-16 21:54","C:\ComfyUI_Models\models\loras\SDXL\Caricatures_V2-000007.safetensors","loras\SDXL\Caricatures_V2-000007.safetensors"
"loras","SDXL","chahua.safetensors","safetensors","0.159","162.6","170543468","2026-01-16 21:23","C:\ComfyUI_Models\models\loras\SDXL\chahua.safetensors","loras\SDXL\chahua.safetensors"
"loras","SDXL","CLAYMATE_V2.03_.safetensors","safetensors","0.85","870.3","912561180","2026-01-02 16:57","C:\ComfyUI_Models\models\loras\SDXL\CLAYMATE_V2.03_.safetensors","loras\SDXL\CLAYMATE_V2.03_.safetensors"
"loras","SDXL","Coloring_book_-_LineArt.safetensors","safetensors","0.213","217.9","228454084","2026-01-16 22:15","C:\ComfyUI_Models\models\loras\SDXL\Coloring_book_-_LineArt.safetensors","loras\SDXL\Coloring_book_-_LineArt.safetensors"
"loras","SDXL","ColoringBookRedmond-ColoringBook-ColoringBookAF.safetensors","safetensors","0.159","162.6","170540036","2026-01-16 21:43","C:\ComfyUI_Models\models\loras\SDXL\ColoringBookRedmond-ColoringBook-ColoringBookAF.safetensors","loras\SDXL\ColoringBookRedmond-ColoringBook-ColoringBookAF.safetensors"
"loras","SDXL","Da_Vinci-000008.safetensors","safetensors","0.213","217.9","228466156","2026-01-16 22:47","C:\ComfyUI_Models\models\loras\SDXL\Da_Vinci-000008.safetensors","loras\SDXL\Da_Vinci-000008.safetensors"
"loras","SDXL","EldritchCharcoalXL1.1.safetensors","safetensors","0.099","101.8","106733624","2026-01-16 22:07","C:\ComfyUI_Models\models\loras\SDXL\EldritchCharcoalXL1.1.safetensors","loras\SDXL\EldritchCharcoalXL1.1.safetensors"
"loras","SDXL","Glass.safetensors","safetensors","0.634","649.7","681235628","2026-01-10 15:10","C:\ComfyUI_Models\models\loras\SDXL\Glass.safetensors","loras\SDXL\Glass.safetensors"
"loras","SDXL","liujiyou-SDXL.safetensors","safetensors","0.213","217.9","228455028","2026-01-16 21:48","C:\ComfyUI_Models\models\loras\SDXL\liujiyou-SDXL.safetensors","loras\SDXL\liujiyou-SDXL.safetensors"
"loras","SDXL","oil painting.safetensors","safetensors","0.634","649.7","681248108","2026-01-16 21:06","C:\ComfyUI_Models\models\loras\SDXL\oil painting.safetensors","loras\SDXL\oil painting.safetensors"
"loras","SDXL","PixelArtRedmond-Lite64.safetensors","safetensors","0.159","162.6","170540052","2026-01-16 21:37","C:\ComfyUI_Models\models\loras\SDXL\PixelArtRedmond-Lite64.safetensors","loras\SDXL\PixelArtRedmond-Lite64.safetensors"
"loras","Z-Image","claymation_000000384.safetensors","safetensors","0.04","40.6","42577776","2026-01-20 22:37","C:\ComfyUI_Models\models\loras\Z-Image\claymation_000000384.safetensors","loras\Z-Image\claymation_000000384.safetensors"
"loras","Z-Image","pixag1rlwh1t3.safetensors","safetensors","0.079","81.2","85094808","2026-01-20 21:58","C:\ComfyUI_Models\models\loras\Z-Image\pixag1rlwh1t3.safetensors","loras\Z-Image\pixag1rlwh1t3.safetensors"
"loras","Z-Image","z_image_turbo_distill_patch_lora_bf16.safetensors","safetensors","0.148","151.5","158826336","2026-01-11 14:25","C:\ComfyUI_Models\models\loras\Z-Image\z_image_turbo_distill_patch_lora_bf16.safetensors","loras\Z-Image\z_image_turbo_distill_patch_lora_bf16.safetensors"
"model_patches","","Z-Image-Turbo-Fun-Controlnet-Union.safetensors","safetensors","2.889","2957.9","3101572408","2026-01-20 22:08","C:\ComfyUI_Models\models\model_patches\Z-Image-Turbo-Fun-Controlnet-Union.safetensors","model_patches\Z-Image-Turbo-Fun-Controlnet-Union.safetensors"
"pulid","","pulid_flux_v0.9.1.safetensors","safetensors","1.064","1089.2","1142099520","2026-01-14 22:46","C:\ComfyUI_Models\models\pulid\pulid_flux_v0.9.1.safetensors","pulid\pulid_flux_v0.9.1.safetensors"
"RMBG","RMBG-2.0","model.safetensors","safetensors","0.824","843.9","884878856","2026-01-18 14:41","C:\ComfyUI_Models\models\RMBG\RMBG-2.0\model.safetensors","RMBG\RMBG-2.0\model.safetensors"
"sams","","sam_vit_b_01ec64.pth","pth","0.349","357.7","375042383","2026-01-06 17:10","C:\ComfyUI_Models\models\sams\sam_vit_b_01ec64.pth","sams\sam_vit_b_01ec64.pth"
"text_encoders","FLUX_Fill","clip_l.safetensors","safetensors","0.229","234.7","246144152","2026-01-11 15:28","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\clip_l.safetensors","text_encoders\FLUX_Fill\clip_l.safetensors"
"text_encoders","FLUX_Fill","t5-v1_1-xxl-encoder-Q8_0.gguf","gguf","4.714","4827.1","5061584064","2026-02-10 22:45","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\t5-v1_1-xxl-encoder-Q8_0.gguf","text_encoders\FLUX_Fill\t5-v1_1-xxl-encoder-Q8_0.gguf"
"text_encoders","FLUX_Fill","t5xxl_fp16.safetensors","safetensors","9.116","9334.4","9787841024","2026-01-11 15:31","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\t5xxl_fp16.safetensors","text_encoders\FLUX_Fill\t5xxl_fp16.safetensors"
"text_encoders","FLUX2","mistral_3_small_flux2_fp8.safetensors","safetensors","16.796","17199.2","18034640095","2026-01-01 14:48","C:\ComfyUI_Models\models\text_encoders\FLUX2\mistral_3_small_flux2_fp8.safetensors","text_encoders\FLUX2\mistral_3_small_flux2_fp8.safetensors"
"text_encoders","FLUX2","qwen_3_4b.safetensors","safetensors","7.492","7672.3","8044982048","2026-02-10 00:17","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","text_encoders\FLUX2\qwen_3_4b.safetensors"
"text_encoders","FLUX2","qwen_3_8b_fp8mixed.safetensors","safetensors","8.07","8263.4","8664848742","2026-02-10 00:11","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors"
"text_encoders","","Huihui-Qwen3-4B-abliterated-v2_fp8mixed.safetensors","safetensors","4.834","4949.6","5190065212","2026-01-20 21:34","C:\ComfyUI_Models\models\text_encoders\Huihui-Qwen3-4B-abliterated-v2_fp8mixed.safetensors","text_encoders\Huihui-Qwen3-4B-abliterated-v2_fp8mixed.safetensors"
"text_encoders","Qwen2509","qwen_2.5_vl_7b_fp8_scaled.safetensors","safetensors","8.74","8949.9","9384670680","2026-01-23 19:20","C:\ComfyUI_Models\models\text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors"
"text_encoders","","qwen-4b-zimage-heretic-q8.gguf","gguf","3.986","4082.1","4280404896","2026-01-20 21:50","C:\ComfyUI_Models\models\text_encoders\qwen-4b-zimage-heretic-q8.gguf","text_encoders\qwen-4b-zimage-heretic-q8.gguf"
"text_encoders","SD3","clip_g.safetensors","safetensors","1.294","1325","1389382176","2026-01-12 21:32","C:\ComfyUI_Models\models\text_encoders\SD3\clip_g.safetensors","text_encoders\SD3\clip_g.safetensors"
"text_encoders","SD3","clip_l.safetensors","safetensors","0.229","234.7","246144152","2026-01-12 21:31","C:\ComfyUI_Models\models\text_encoders\SD3\clip_l.safetensors","text_encoders\SD3\clip_l.safetensors"
"text_encoders","SD3","t5xxl_fp8_e4m3fn.safetensors","safetensors","4.558","4667.2","4893934904","2026-01-12 21:41","C:\ComfyUI_Models\models\text_encoders\SD3\t5xxl_fp8_e4m3fn.safetensors","text_encoders\SD3\t5xxl_fp8_e4m3fn.safetensors"
"text_encoders","Z-Image","qwen_3_4b.safetensors","safetensors","7.492","7672.3","8044982048","2026-01-11 14:34","C:\ComfyUI_Models\models\text_encoders\Z-Image\qwen_3_4b.safetensors","text_encoders\Z-Image\qwen_3_4b.safetensors"
"text_encoders","Z-Image","qwen_3_4b_fp4_mixed.safetensors","safetensors","3.24","3318.2","3479416193","2026-01-11 14:33","C:\ComfyUI_Models\models\text_encoders\Z-Image\qwen_3_4b_fp4_mixed.safetensors","text_encoders\Z-Image\qwen_3_4b_fp4_mixed.safetensors"
"text_encoders","Z-Image","qwen_3_4b_fp8_mixed.safetensors","safetensors","5.245","5371.1","5631994051","2026-01-11 14:33","C:\ComfyUI_Models\models\text_encoders\Z-Image\qwen_3_4b_fp8_mixed.safetensors","text_encoders\Z-Image\qwen_3_4b_fp8_mixed.safetensors"
"ultralytics","bbox","face_yolov8m.pt","pt","0.048","49.6","52026019","2026-01-09 21:18","C:\ComfyUI_Models\models\ultralytics\bbox\face_yolov8m.pt","ultralytics\bbox\face_yolov8m.pt"
"ultralytics","bbox","hand_yolov8s.pt","pt","0.021","21.5","22507643","2026-01-09 21:18","C:\ComfyUI_Models\models\ultralytics\bbox\hand_yolov8s.pt","ultralytics\bbox\hand_yolov8s.pt"
"ultralytics","","face_yolov8n.pt","pt","0.006","5.9","6230011","2026-01-16 23:09","C:\ComfyUI_Models\models\ultralytics\face_yolov8n.pt","ultralytics\face_yolov8n.pt"
"ultralytics","segm","person_yolov8m-seg.pt","pt","0.051","52.3","54827683","2026-01-09 21:18","C:\ComfyUI_Models\models\ultralytics\segm\person_yolov8m-seg.pt","ultralytics\segm\person_yolov8m-seg.pt"
"unet","","flux1-fill-dev-Q8_0.gguf","gguf","11.853","12137.4","12727035168","2026-01-23 22:25","C:\ComfyUI_Models\models\unet\flux1-fill-dev-Q8_0.gguf","unet\flux1-fill-dev-Q8_0.gguf"
"unet","","qwen_image_edit_2511_fp8mixed.safetensors","safetensors","19.124","19582.5","20533762817","2026-02-03 22:39","C:\ComfyUI_Models\models\unet\qwen_image_edit_2511_fp8mixed.safetensors","unet\qwen_image_edit_2511_fp8mixed.safetensors"
"unet","","qwen-image-edit-2511-Q5_K_S.gguf","gguf","13.342","13662","14325611104","2026-02-08 21:53","C:\ComfyUI_Models\models\unet\qwen-image-edit-2511-Q5_K_S.gguf","unet\qwen-image-edit-2511-Q5_K_S.gguf"
"upscale_models","","4x_NMKD-Siax_200k.pth","pth","0.062","63.9","66957746","2026-02-05 18:01","C:\ComfyUI_Models\models\upscale_models\4x_NMKD-Siax_200k.pth","upscale_models\4x_NMKD-Siax_200k.pth"
"upscale_models","","4x-UltraSharp.pth","pth","0.062","63.9","66961958","2026-01-12 21:54","C:\ComfyUI_Models\models\upscale_models\4x-UltraSharp.pth","upscale_models\4x-UltraSharp.pth"
"upscale_models","","RealESRGAN_x4.pth","pth","0.062","63.9","67040989","2025-11-25 17:32","C:\ComfyUI_Models\models\upscale_models\RealESRGAN_x4.pth","upscale_models\RealESRGAN_x4.pth"
"vae","FLUX_Fill","ae.safetensors","safetensors","0.312","319.8","335304388","2026-01-11 15:28","C:\ComfyUI_Models\models\vae\FLUX_Fill\ae.safetensors","vae\FLUX_Fill\ae.safetensors"
"vae","FLUX2","ae.safetensors","safetensors","0.313","320.6","336211292","2026-01-01 14:45","C:\ComfyUI_Models\models\vae\FLUX2\ae.safetensors","vae\FLUX2\ae.safetensors"
"vae","FLUX2","flux2-vae.safetensors","safetensors","0.313","320.6","336213556","2026-01-01 16:34","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","vae\FLUX2\flux2-vae.safetensors"
"vae","Qwen2509","qwen_image_vae.safetensors","safetensors","0.236","242","253806246","2026-01-23 21:50","C:\ComfyUI_Models\models\vae\Qwen2509\qwen_image_vae.safetensors","vae\Qwen2509\qwen_image_vae.safetensors"
"vae","Z-Image","ae.safetensors","safetensors","0.312","319.8","335304388","2026-01-11 14:35","C:\ComfyUI_Models\models\vae\Z-Image\ae.safetensors","vae\Z-Image\ae.safetensors"
"vae_approx","","taef1_decoder.safetensors","safetensors","0.002","2.4","2464414","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taef1_decoder.safetensors","vae_approx\taef1_decoder.safetensors"
"vae_approx","","taef1_encoder.safetensors","safetensors","0.002","2.4","2464424","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taef1_encoder.safetensors","vae_approx\taef1_encoder.safetensors"
"vae_approx","","taesd_decoder.safetensors","safetensors","0.002","2.3","2450590","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesd_decoder.safetensors","vae_approx\taesd_decoder.safetensors"
"vae_approx","","taesd_encoder.safetensors","safetensors","0.002","2.3","2450568","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesd_encoder.safetensors","vae_approx\taesd_encoder.safetensors"
"vae_approx","","taesd3_decoder.safetensors","safetensors","0.002","2.4","2464414","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesd3_decoder.safetensors","vae_approx\taesd3_decoder.safetensors"
"vae_approx","","taesd3_encoder.safetensors","safetensors","0.002","2.4","2464424","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesd3_encoder.safetensors","vae_approx\taesd3_encoder.safetensors"
"vae_approx","","taesdxl_decoder.safetensors","safetensors","0.002","2.3","2450590","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesdxl_decoder.safetensors","vae_approx\taesdxl_decoder.safetensors"
"vae_approx","","taesdxl_encoder.safetensors","safetensors","0.002","2.3","2450568","2025-12-31 04:50","C:\ComfyUI_Models\models\vae_approx\taesdxl_encoder.safetensors","vae_approx\taesdxl_encoder.safetensors"
